NEIGHBORHOOD,ADDRESS,Sale Price,SALE DATE
FAR ROCKAWAY,223 BEACH 3RD STREET,780000,10/3/19
FAR ROCKAWAY,248 BEACH 12 STREET,340000,10/3/19
FAR ROCKAWAY,255 FERNSIDE PLACE,295000,10/3/19
FLORAL PARK,269-03 80TH AVENUE,590000,10/3/19
FLUSHING-NORTH,151-29 29TH AVENUE,855000,10/3/19
FLUSHING-NORTH,41-31 162ND STREET,3600000,10/3/19
FLUSHING-NORTH,156-05 LABURNUM AVENUE,1460500,10/3/19
FLUSHING-NORTH,59-19 FRESH MEADOW LANE,990000,10/3/19
FLUSHING-NORTH,144-03 38TH AVENUE,1750000,10/3/19
FLUSHING-NORTH,N/A 163RD STREET,3600000,10/3/19
FLUSHING-NORTH,"28-08 141ST STREET, 2E",330000,10/3/19
FLUSHING-NORTH,"137-08 31ST ROAD, 7A",590000,10/3/19
FLUSHING-NORTH,"131-01 40TH ROAD, PH3T",920344,10/3/19
FLUSHING-NORTH,"42-35 MAIN STREET, 12-J",860000,10/3/19
FLUSHING-NORTH,41-33 162ND STREET,3600000,10/3/19
FLUSHING-NORTH,41-30 163RD STREET,3600000,10/3/19
FLUSHING-NORTH,"137-08 31ST ROAD, P16",590000,10/3/19
FLUSHING-SOUTH,148-28 61ST ROAD,830000,10/3/19
FOREST HILLS,108-39 67TH DRIVE,1925000,10/3/19
FOREST HILLS,108-34 68TH ROAD,1800000,10/3/19
FOREST HILLS,68-48 NANSEN STREET,710000,10/3/19
FOREST HILLS,"110-11 QUEENS BLVD, 30A",630000,10/3/19
FOREST HILLS,"112-50 78TH AVENUE, 5H",295000,10/3/19
GLEN OAKS,"251-35 71ST ROAD, 51B",298000,10/3/19
GLEN OAKS,"269-10 GRAND CENTRAL PARKWAY, 22G",550000,10/3/19
GLEN OAKS,"27110 GRAND CENTRAL PARKWAY, 8S",410000,10/3/19
HILLCREST,"150-30 VILLAGE ROAD, 95D",180000,10/3/19
HOLLIS,102-04 FARMERS BOULEVARD,660000,10/3/19
HOLLIS,88-28 192ND STREET,775000,10/3/19
HOLLIS,191-20 JAMAICA AVENUE,1600000,10/3/19
HOLLIS HILLS,"80-35 SPRINGFIELD BOULEVARD, 3B",307000,10/3/19
HOWARD BEACH,159-33 97 STREET,785000,10/3/19
JACKSON HEIGHTS,"34-20 83 STREET, 1H",450000,10/3/19
JAMAICA,153-04 88TH AVENUE,2996500,10/3/19
JAMAICA,92-43 173 STREET,1221900,10/3/19
JAMAICA,92-41 173RD STREET,1221900,10/3/19
JAMAICA HILLS,85-53 152ND STREET,690000,10/3/19
KEW GARDENS,"85-11 LEFFERTS BLVD., 5G",238000,10/3/19
LAURELTON,224-05 130TH AVENUE,600000,10/3/19
LITTLE NECK,49-24 ANNADALE LANE,998000,10/3/19
LITTLE NECK,"54-40 LITTLE NECK PKWY, 6M",215000,10/3/19
LONG ISLAND CITY,"22-18 JACKSON AVE, 712",1423709,10/3/19
LONG ISLAND CITY,11-25 45TH AVENUE,70000,10/3/19
LONG ISLAND CITY,"11-25 45TH AVENUE, 6I",666000,10/3/19
LONG ISLAND CITY,36-01 QUEENS BOULEVARD,11200000,10/3/19
MASPETH,64-09 CLINTON AVENUE,984000,10/3/19
MASPETH,66-20 GARFIELD AVENUE,670000,10/3/19
MASPETH,N/A 64TH STREET,66500,10/3/19
MIDDLE VILLAGE,60-78 71ST STREET,770000,10/3/19
MIDDLE VILLAGE,60-15 72ND STREET,670000,10/3/19
OZONE PARK,"86-08 DUMONT AVENUE, 4C",460000,10/3/19
QUEENS VILLAGE,109-15 217TH STREET,685000,10/3/19
REGO PARK,63-09 WETHEROLE STREET,905000,10/3/19
REGO PARK,"61-25 98 STREET, 6C",272000,10/3/19
REGO PARK,"61-25 98TH STREET, 3N",195000,10/3/19
REGO PARK,"65-65 WETHEROLE STREET, 3R",298000,10/3/19
RICHMOND HILL,124-07 109 AVENUE,820000,10/3/19
RIDGEWOOD,64-18 65TH PLACE,452000,10/3/19
ROCKAWAY PARK,131 BEACH 123 STREET,930000,10/3/19
ROSEDALE,253-16 147TH AVENUE,593000,10/3/19
ROSEDALE,23505 148TH ROAD,175000,10/3/19
SO. JAMAICA-BAISLEY PARK,150-35 118TH AVENUE,559000,10/3/19
SO. JAMAICA-BAISLEY PARK,142-53 123RD AVENUE,540000,10/3/19
SOUTH OZONE PARK,129-41 135TH STREET,543251,10/3/19
SPRINGFIELD GARDENS,132-14 155 STREET,969000,10/3/19
SPRINGFIELD GARDENS,134-38 157TH STREET,600000,10/3/19
SPRINGFIELD GARDENS,121-47 GRAYSON STREET,535600,10/3/19
SPRINGFIELD GARDENS,140-34 159TH STREET,591000,10/3/19
SPRINGFIELD GARDENS,144-24 175TH STREET,795000,10/3/19
ST. ALBANS,189-07 114TH DRIVE,515000,10/3/19
ST. ALBANS,113-08 HANNIBAL STREET,530000,10/3/19
WHITESTONE,149-17 WILLETS POINT BOULEVARD,810000,10/3/19
WHITESTONE,"163-54 17 AVENUE, 4-321",350000,10/3/19
WOODHAVEN,91-34 75TH STREET,300000,10/3/19
WOODSIDE,25-81 50TH STREET,930000,10/3/19
ARVERNE,342 BEACH 44TH ST,250000,10/4/19
ARVERNE,490 BEACH 44TH STREET,460040,10/4/19
BAYSIDE,224-15 HORACE HARDING EXPRESSWAY,1290000,10/4/19
BELLE HARBOR,527 BEACH 129 STREET,650000,10/4/19
BELLEROSE,244-28 88TH DRIVE,780000,10/4/19
BRIARWOOD,148-23 87TH AVENUE,900000,10/4/19
COLLEGE POINT,"2-02 B CONSTITUTION PLACE, 202",720000,10/4/19
CORONA,45-09 97TH PLACE,750000,10/4/19
CORONA,3425 109TH STREET,2000,10/4/19
DOUGLASTON,"239-52B OAK PARK DRIVE, 9B",501930,10/4/19
DOUGLASTON,50-04 DOUGLASTON PKWY,998000,10/4/19
EAST ELMHURST,"108-05 ASTORIA BLVD, 6F",340000,10/4/19
FAR ROCKAWAY,245 BEACH 12 STREET,575000,10/4/19
FAR ROCKAWAY,1144 GRASSMERE TERRACE,10,10/4/19
FAR ROCKAWAY,13-47 BEACH CHANNEL DRIVE,367500,10/4/19
FLUSHING-NORTH,160-60 24TH AVENUE,998888,10/4/19
FLUSHING-NORTH,45-05 170TH STREET,950000,10/4/19
FLUSHING-NORTH,142-41 58TH AVENUE,1060000,10/4/19
FLUSHING-NORTH,45-19 171ST PLACE,1075000,10/4/19
FLUSHING-NORTH,41-13 150TH STREET,1950000,10/4/19
FLUSHING-SOUTH,13680 72ND AVE,862500,10/4/19
FLUSHING-SOUTH,"67-03 150 STREET, 366B",240000,10/4/19
FOREST HILLS,67-72 CLYDE STREET,485000,10/4/19
FOREST HILLS,"106-15 QUEENS BOULEVARD, 5J",225000,10/4/19
FOREST HILLS,"77-16 AUSTIN STREET, 2M",225000,10/4/19
GLEN OAKS,"27110 GRAND CENTRAL PARKWAY, 33W",980180,10/4/19
HOWARD BEACH,16441 97TH STREET,389000,10/4/19
JACKSON HEIGHTS,"37-21 80 STREET, 5K",237564,10/4/19
JACKSON HEIGHTS,"34-20 83RD STREET, 2A",480000,10/4/19
JAMAICA,170-12 90TH AVENUE,750000,10/4/19
JAMAICA,91-20 173RD STREET,10,10/4/19
KEW GARDENS,"116-24 GROSVENOR LANE, 9D",496000,10/4/19
LAURELTON,219-31 130TH DRIVE,515000,10/4/19
LAURELTON,221-21 134TH ROAD,435000,10/4/19
LAURELTON,135-15 229TH STREET,760000,10/4/19
LITTLE NECK,48-42 GLENWOOD STREET,949500,10/4/19
LITTLE NECK,"54-44 LITTLE NECK PARKWAY, 3T",230000,10/4/19
LONG ISLAND CITY,3815 CRESCENT STREET,1500000,10/4/19
LONG ISLAND CITY,"24-12 42ND ROAD, 5C",967338,10/4/19
MASPETH,62-55 65TH STREET,1080000,10/4/19
MIDDLE VILLAGE,65-26 77TH PLACE,770000,10/4/19
OAKLAND GARDENS,212-15 64TH AVENUE,830000,10/4/19
OAKLAND GARDENS,"216-68 68TH AVENUE, UPPER",250000,10/4/19
OZONE PARK,97-23 76TH STREET,785000,10/4/19
QUEENS VILLAGE,219-37 102ND AVE,629000,10/4/19
QUEENS VILLAGE,82-138 COUNTRY POINTE CIRCLE,860000,10/4/19
QUEENS VILLAGE,N/A 220TH STREET,629000,10/4/19
QUEENS VILLAGE,215-19 HOLLIS AVENUE,680000,10/4/19
RICHMOND HILL,102-31 85TH ROAD,530000,10/4/19
RICHMOND HILL,105-10 95TH AVENUE,585000,10/4/19
RICHMOND HILL,112-08 103RD AVENUE,103000,10/4/19
RICHMOND HILL,104-16 111TH STREET,676000,10/4/19
RICHMOND HILL,131-15 JAMAICA AVENUE,890000,10/4/19
ROCKAWAY PARK,"100-10 SHORE FRONT PARKWAY, 19A",510000,10/4/19
ROSEDALE,138-16 BROOKVILLE BOULEVARD,835000,10/4/19
SO. JAMAICA-BAISLEY PARK,142-38 129 AVENUE,260000,10/4/19
SOUTH JAMAICA,107-04 WALTHAM STREET,832100,10/4/19
SOUTH JAMAICA,107-36 156TH STREET,732000,10/4/19
SOUTH JAMAICA,104-50 164 STREET,851790,10/4/19
SOUTH JAMAICA,17327 106TH AVENUE,1,10/4/19
SOUTH OZONE PARK,109-21 125TH STREET,615000,10/4/19
SOUTH OZONE PARK,131-01 134TH STREET,600000,10/4/19
SOUTH OZONE PARK,135-27 116TH STREET,351000,10/4/19
SPRINGFIELD GARDENS,142-06 185TH STREET,20000,10/4/19
SPRINGFIELD GARDENS,168-02 144TH AVENUE,815000,10/4/19
ST. ALBANS,114-51 180TH STREET,430000,10/4/19
ST. ALBANS,185-40 JORDAN AVE.,555000,10/4/19
WOODHAVEN,84-12 89TH AVENUE,400000,10/4/19
ASTORIA,"25-40 31ST AVENUE, 3A",547500,10/7/19
BAYSIDE,216-32 31 ROAD,949888,10/7/19
BAYSIDE,199-27 34TH AVENUE,775000,10/7/19
BAYSIDE,15-21 215TH STREET,1555000,10/7/19
BEECHHURST,157-49 9TH AVENUE,630000,10/7/19
BREEZY POINT,"372 SEABREEZE AVENUE, 2609",276000,10/7/19
BREEZY POINT,"318 HILLSIDE AVENUE, 2569",449000,10/7/19
COLLEGE POINT,120-36 5TH AVE,980000,10/7/19
CORONA,3728 104 STREET,973750,10/7/19
CORONA,34-13 99TH STREET,1065000,10/7/19
CORONA,56-37 VAN CLEEF STREET,1250000,10/7/19
CORONA,"59-30 108TH STREET, 3CC",180000,10/7/19
CORONA,35-42 101 STREET,1323000,10/7/19
DOUGLASTON,"42-30 DOUGLASTON PARKWAY, 1B",315000,10/7/19
ELMHURST,40-39 73RD STREET,1700000,10/7/19
ELMHURST,40-35 73RD STREET,1700000,10/7/19
ELMHURST,94-03 40 ROAD,1420000,10/7/19
FAR ROCKAWAY,1302 SAGE STREET,500000,10/7/19
FAR ROCKAWAY,32-24 PLUNKETT AVENUE,565500,10/7/19
FAR ROCKAWAY,6-02 SEAGIRT BOULEVARD,788000,10/7/19
FAR ROCKAWAY,1145 NAMEOKE STREET,725000,10/7/19
FLUSHING-NORTH,29-11 PARSONS BLVD,1110000,10/7/19
FLUSHING-NORTH,35-29 170TH STREET,790000,10/7/19
FLUSHING-NORTH,43-47 192ND STREET,1751390,10/7/19
FLUSHING-NORTH,59-36 155TH STREET,940000,10/7/19
FLUSHING-NORTH,"142-20 FRANKLIN AVE, 7F",685000,10/7/19
FLUSHING-SOUTH,"67-61 152ND STREET, 191A",255000,10/7/19
FOREST HILLS,69-47 ALDERTON STREET,700000,10/7/19
FOREST HILLS,47 BEECHKNOLL AVENUE,2001000,10/7/19
FOREST HILLS,20 NORDEN ROAD,2360000,10/7/19
FOREST HILLS,67-50 SELFRIDGE STREET,1075000,10/7/19
FOREST HILLS,7240 MANSE STREET,712000,10/7/19
FOREST HILLS,"110-11 QUEENS BOULEVARD, 17G",830000,10/7/19
GLEN OAKS,"247-31 77TH CRESCENT, 20A82",230000,10/7/19
GLEN OAKS,"27110 GRAND CENTRAL PARKWAY, 28E",925000,10/7/19
GLENDALE,"83-55 WOODHAVEN BLVD, 5D",275000,10/7/19
HOWARD BEACH,"149-30 88TH STREET, 5D",324360,10/7/19
JACKSON HEIGHTS,25-42 72ND STREET,900000,10/7/19
JACKSON HEIGHTS,"35-51 85TH STREET, 1K",433500,10/7/19
KEW GARDENS,"83-85 116TH STREET, 1L",432000,10/7/19
KEW GARDENS,"125-10 QUEENS BLVD, 2303",290000,10/7/19
LAURELTON,231-38 125 AVE,581600,10/7/19
LAURELTON,134-46 231ST STREET,405000,10/7/19
LITTLE NECK,48-24 GLENWOOD STREET,780000,10/7/19
LITTLE NECK,"54-44 LITTLE NECK PARKWAY, 1K",148000,10/7/19
LONG ISLAND CITY,"22-18 JACKSON AVE, 701",1175000,10/7/19
MIDDLE VILLAGE,61-04 77TH STREET,835000,10/7/19
MIDDLE VILLAGE,64-28 84TH STREET,845000,10/7/19
OAKLAND GARDENS,226-28 76TH AVENUE,968000,10/7/19
OAKLAND GARDENS,"219-38 64TH AVENUE, 331",680000,10/7/19
OZONE PARK,94-11 PITKIN AVE,330000,10/7/19
QUEENS VILLAGE,92-47 216TH STREET,685000,10/7/19
REGO PARK,"98-41 64TH ROAD, 7C",480000,10/7/19
REGO PARK,"75-10 YELLOWSTONE BOULEVARD, 6D",258000,10/7/19
REGO PARK,"67-30 CLYDE STREET, 7U",375000,10/7/19
RICHMOND HILL,102-34 85TH ROAD,300500,10/7/19
ROCKAWAY PARK,1-91 BEACH 101 STREET,690000,10/7/19
ROSEDALE,245-13 148TH ROAD,910000,10/7/19
SO. JAMAICA-BAISLEY PARK,126-13 143RD STREET,540000,10/7/19
SO. JAMAICA-BAISLEY PARK,118-11 152 STREET,265000,10/7/19
SOUTH JAMAICA,145-21 GLASSBORO AVENUE,30000,10/7/19
SOUTH JAMAICA,154-17 107TH AVENUE,906541,10/7/19
SOUTH JAMAICA,110-09 160TH STREET,610000,10/7/19
SOUTH JAMAICA,N/A GLASSBORO AVENUE,30000,10/7/19
SOUTH OZONE PARK,114-24 131ST ST,310000,10/7/19
SPRINGFIELD GARDENS,137-72 SOUTHGATE STREET,748000,10/7/19
ST. ALBANS,172-11 111TH AVENUE,432917,10/7/19
ST. ALBANS,118-19 205TH STREET,495000,10/7/19
WHITESTONE,22-11 LEE STREET,1280000,10/7/19
WOODSIDE,"38-05 65 STREET, 1E",207500,10/7/19
ASTORIA,22-28 37TH STREET,1600000,10/8/19
ASTORIA,28-14 CRESCENT STREET,5300000,10/8/19
ASTORIA,"31-14 CRESCENT STREET, 6B",347000,10/8/19
BAYSIDE,58-20 BELL BOULEVARD,798000,10/8/19
BAYSIDE,203-34 27TH AVENUE,1200000,10/8/19
BAYSIDE,43-12 217TH STREET,1370000,10/8/19
BAYSIDE,"18-05 215 STREET, 12C",292000,10/8/19
BELLEROSE,89-23 239TH STREET,700000,10/8/19
BELLEROSE,247-37 87TH DRIVE,652000,10/8/19
BROAD CHANNEL,38 WEST 14TH ROAD,433000,10/8/19
CAMBRIA HEIGHTS,218-22 118TH AVENUE,330000,10/8/19
ELMHURST,94-28 46TH AVE,692000,10/8/19
ELMHURST,"78-06 46TH AVENUE, 3J",180000,10/8/19
FAR ROCKAWAY,13-53 CHANDLER STREET,510000,10/8/19
FAR ROCKAWAY,1040 BEACH 22 STREET,395000,10/8/19
FLUSHING-NORTH,172-17 33RD AVE,785000,10/8/19
FLUSHING-NORTH,156-06 33RD AVENUE,1600000,10/8/19
FLUSHING-NORTH,35-34 156TH STREET,999500,10/8/19
FLUSHING-NORTH,43-14A 196TH ST,669000,10/8/19
FLUSHING-NORTH,"143-40 ROOSEVELT AVENUE, #7L",375000,10/8/19
FLUSHING-NORTH,56-37B UTOPIA PARKWAY,510000,10/8/19
FLUSHING-NORTH,"147-20 35TH AVENUE, 11D",480000,10/8/19
FLUSHING-NORTH,"147-20 35TH AVENUE, 18",480000,10/8/19
FLUSHING-SOUTH,"68-11 136TH STREET, B",275000,10/8/19
FOREST HILLS,67-82 GROTON STREET,1350000,10/8/19
FOREST HILLS,"105-20 66TH AVENUE, 2C",266000,10/8/19
HOLLIS,100-12 202 STREET,720000,10/8/19
HOWARD BEACH,N/A FIRST STREET,110000,10/8/19
JACKSON HEIGHTS,"33-04 93 STREET, 6M",244000,10/8/19
MASPETH,59-38 60TH AVENUE,970000,10/8/19
NEPONSIT,3-42 BEACH 142 STREET,1165000,10/8/19
OZONE PARK,9736 102 STREET,499000,10/8/19
RICHMOND HILL,103-33 116TH STREET,630000,10/8/19
ROSEDALE,143-62 230TH PL,10,10/8/19
SO. JAMAICA-BAISLEY PARK,155-60 116TH DRIVE,60000,10/8/19
SOUTH JAMAICA,145-21 GLASSBORO AVENUE,14000,10/8/19
SOUTH JAMAICA,111-23 142ND STREET,642000,10/8/19
SOUTH JAMAICA,N/A GLASSBORO AVENUE,14000,10/8/19
SOUTH OZONE PARK,150-47 124TH STREET,690000,10/8/19
SPRINGFIELD GARDENS,172-22 144 AVENUE,900000,10/8/19
SPRINGFIELD GARDENS,120-20 194TH STREET,575000,10/8/19
ST. ALBANS,112-40 196TH STREET,640000,10/8/19
ST. ALBANS,114-70 197TH STREET,285000,10/8/19
WHITESTONE,149-55 20TH ROAD,715000,10/8/19
WOODHAVEN,91-54 97 STREET,541530,10/8/19
ARVERNE,69-27 BAYFIELD AVENUE,387500,10/9/19
ASTORIA,32-24 43RD STREET,1450000,10/9/19
ASTORIA,21-64 38TH STREET,900000,10/9/19
BAYSIDE,30-09 32ND AVENUE,1200000,10/9/19
BAYSIDE,"17-85 215TH STREET, 1E",322500,10/9/19
BELLEROSE,88-38 COMMONWEALTH BLVD.,580000,10/9/19
COLLEGE POINT,119-09 14TH AVENUE,583177,10/9/19
CORONA,33-32 112TH STREET,980000,10/9/19
FLUSHING-NORTH,169-14 22 AVENUE,708000,10/9/19
FLUSHING-NORTH,43-68 149TH STREET,990000,10/9/19
FLUSHING-NORTH,"38-15 149TH ST, 6D",310000,10/9/19
FLUSHING-NORTH,"143-50 BARCLAY AVENUE, 2F",218000,10/9/19
FLUSHING-NORTH,"142-20 FRANKLIN AVENUE, 5S",530000,10/9/19
FLUSHING-SOUTH,136-12 64TH ROAD,803750,10/9/19
GLENDALE,62-10 75TH AVE,960000,10/9/19
HOLLIS,N/A 99TH AVENUE,75000,10/9/19
HOWARD BEACH,161-32 85TH STREET,775000,10/9/19
HOWARD BEACH,"84-29 155TH AVENUE, 3J",165000,10/9/19
JACKSON HEIGHTS,25-25 85TH STREET,750000,10/9/19
JACKSON HEIGHTS,31-34 89TH STREET,1140000,10/9/19
JACKSON HEIGHTS,"90-08 32ND AVENUE, 508",315000,10/9/19
JAMAICA,10115 REMINGTON STREET,100,10/9/19
OAKLAND GARDENS,"213-02 73RD AVENUE, 4C",237000,10/9/19
OZONE PARK,97-45 85TH STREET,800000,10/9/19
